,all_skew_diff,1620_skew_diff,FIPS,county,state,Population(2010),Latitude,Longitude
1703,9.34,5.909999999999999,31153.0,SARPY,NE,158840,41.11506,-96.10912
2805,34.815,5.890000000000001,51027.0,BUCHANAN,VA,24098,37.26812,-82.03815
2474,6.57,5.88,47149.0,RUTHERFORD,TN,262604,35.84336,-86.41721
701,8.09,5.870000000000001,18063.0,HENDRICKS,IN,145448,39.76874,-86.51028
1811,3.575,5.87,36021.0,COLUMBIA,NY,63096,42.24772,-73.6268
1820,3.6100000000000003,5.87,36039.0,GREENE,NY,49221,42.28695,-74.14949
1765,4.96,5.85,34037.0,SUSSEX,NJ,149265,41.13742,-74.69185
248,10.145,5.76,8059.0,JEFFERSON,CO,534543,39.58646,-105.2456
780,13.834999999999999,5.76,19037.0,CHICKASAW,IA,12439,43.05974,-92.31721
292,6.45,5.7299999999999995,10005.0,SUSSEX,DE,197145,38.67751,-75.33549
2860,2.25,5.720000000000001,51143.0,PITTSYLVANIA,VA,63506,36.82172,-79.3985
80,6.529999999999999,5.72,4019.0,PIMA,AZ,980263,32.12823,-111.78301
1789,2.125,5.699999999999999,35039.0,RIO ARRIBA,NM,40246,36.50966,-106.69398
76,7.8950000000000005,5.690000000000001,4012.0,LA PAZ,AZ,20489,33.72762,-114.03879
906,13.355,5.64,20091.0,JOHNSON,KS,544179,38.8839,-94.82233
1058,5.460000000000001,5.629999999999999,21185.0,OLDHAM,KY,60316,38.40004,-85.45605
1180,16.270000000000003,5.579999999999998,24031.0,MONTGOMERY,MD,971777,39.13738,-77.20306
2081,19.799999999999997,5.579999999999998,39131.0,PIKE,OH,28709,39.07136,-83.05292
1630,5.745000000000001,5.57,31007.0,BANNER,NE,690,41.53975,-103.72626
2693,7.140000000000001,5.550000000000001,48397.0,ROCKWALL,TX,78337,32.88921,-96.4075
999,11.32,5.529999999999999,21067.0,FAYETTE,KY,295803,38.04015,-84.45844
2547,5.775,5.520000000000003,48105.0,CROCKETT,TX,3719,30.71753,-101.40421
2917,17.415,5.510000000000005,51760.0,RICHMOND,VA,204214,37.53139,-77.476
58,6.375,5.509999999999998,1117.0,SHELBY,AL,195085,33.26293,-86.6781
161,11.834999999999999,5.49,6003.0,ALPINE,CA,1175,38.61761,-119.79899
1533,21.799999999999997,5.48,29155.0,PEMISCOT,MO,18296,36.20991,-89.78594
1390,7.57,5.48,28033.0,DESOTO,MS,161252,34.87426,-89.99324
72,8.235,5.449999999999999,4005.0,COCONINO,AZ,134421,35.82969,-111.77372
2493,5.26,5.449999999999999,47187.0,WILLIAMSON,TN,183182,35.89497,-86.89695
2884,24.355000000000004,5.449999999999999,51195.0,WISE,VA,41452,36.97456,-82.62156
2898,21.75,5.449999999999996,51610.0,FALLS CHURCH,VA,12332,38.88378,-77.17463
265,2.1399999999999997,5.42,8093.0,PARK,CO,16206,39.11891,-105.71764
2484,34.615,5.400000000000002,47169.0,TROUSDALE,TN,7870,36.39303,-86.15669
2328,13.34,5.390000000000001,45079.0,RICHLAND,SC,384504,34.02978,-80.89656
2399,4.27,5.39,46137.0,ZIEBACH,SD,2801,44.98166,-101.66922
1273,8.790000000000001,5.370000000000001,26139.0,OTTAWA,MI,263801,42.94234,-86.65534
1856,3.16,5.34,36111.0,ULSTER,NY,182493,41.94723,-74.26544
2872,17.744999999999997,5.329999999999998,51169.0,SCOTT,VA,23177,36.71277,-82.61362
2515,11.340000000000002,5.27,48041.0,BRAZOS,TX,194851,30.65672,-96.30238
257,2.7799999999999994,5.27,8077.0,MESA,CO,146723,39.01949,-108.46183
228,2.28,5.2299999999999995,8019.0,CLEAR CREEK,CO,9088,39.6894,-105.67079
253,10.445,5.22,8069.0,LARIMER,CO,299630,40.66309,-105.48213
2780,7.55,5.21,50005.0,CALEDONIA,VT,31227,44.46879,-72.11216
1190,4.41,5.209999999999999,25001.0,BARNSTABLE,MA,215888,41.79881,-70.21108
245,1.2800000000000002,5.1899999999999995,8053.0,HINSDALE,CO,843,37.81162,-107.3834
574,23.815,5.18,17013.0,CALHOUN,IL,5089,39.16426,-90.66629
339,4.295,5.170000000000002,12091.0,OKALOOSA,FL,180822,30.66585,-86.59419
1302,14.260000000000002,5.16,27031.0,COOK,MN,5176,47.53857,-90.29019
277,10.59,5.16,8117.0,SUMMIT,CO,27994,39.62102,-106.13755
1231,6.36,5.12,26055.0,GRAND TRAVERSE,MI,86986,44.71868,-85.55384
2785,9.43,5.109999999999999,50015.0,LAMOILLE,VT,24475,44.6035,-72.63835
81,6.04,5.08,4021.0,PINAL,AZ,375770,32.91891,-111.36725
233,1.42,5.079999999999998,8029.0,DELTA,CO,30952,38.86175,-107.86475
1767,4.94,5.07,34041.0,WARREN,NJ,108692,40.85352,-75.00954
1341,6.535,5.07,27109.0,OLMSTED,MN,144248,44.00343,-92.40672
2446,4.485,5.050000000000001,47093.0,KNOX,TN,432226,35.99272,-83.93772
2887,18.035000000000004,5.050000000000001,51510.0,ALEXANDRIA,VA,139966,38.81834,-77.08202
1756,5.545,5.02,34019.0,HUNTERDON,NJ,128349,40.56528,-74.91197
2737,5.1850000000000005,5.010000000000002,48485.0,WICHITA,TX,131500,33.9911,-98.71685
2036,11.23,5.01,39041.0,DELAWARE,OH,174214,40.27894,-83.00746
1547,3.34,5.01,29183.0,ST. CHARLES,MO,360485,38.7811,-90.67491
2995,2.555,5.0,54061.0,MONONGALIA,WV,96189,39.63364,-80.05907
241,5.9799999999999995,4.99,8045.0,GARFIELD,CO,56389,39.59935,-107.90978
710,4.055,4.98,18081.0,JOHNSON,IN,139654,39.49598,-86.0946
2286,4.055000000000001,4.970000000000001,44005.0,NEWPORT,RI,82888,41.50273,-71.28406
1356,3.6349999999999993,4.969999999999999,27139.0,SCOTT,MN,129928,44.65193,-93.53455
278,2.120000000000001,4.960000000000001,8119.0,TELLER,CO,23350,38.87199,-105.18255
1296,7.98,4.96,27019.0,CARVER,MN,91042,44.82138,-93.80057
1022,3.389999999999999,4.959999999999997,21113.0,JESSAMINE,KY,48586,37.87329,-84.58396
2385,2.9449999999999985,4.940000000000001,46103.0,PENNINGTON,SD,100948,44.00234,-102.8238
2582,11.330000000000002,4.939999999999998,48175.0,GOLIAD,TX,7210,28.6607,-97.43041
260,3.5950000000000015,4.939999999999998,8083.0,MONTEZUMA,CO,25535,37.33802,-108.59578
220,13.295,4.92,8005.0,ARAPAHOE,CO,572003,39.64463,-104.33173
221,4.570000000000001,4.909999999999998,8007.0,ARCHULETA,CO,12084,37.20239,-107.05086
1813,5.14,4.890000000000001,36025.0,DELAWARE,NY,47980,42.19398,-74.96672
1201,4.4350000000000005,4.880000000000001,25023.0,PLYMOUTH,MA,494919,41.98719,-70.74194
272,9.86,4.869999999999999,8107.0,ROUTT,CO,23509,40.48316,-106.98528
188,12.079999999999998,4.869999999999999,6057.0,NEVADA,CA,98764,39.29519,-120.77344
2798,18.379999999999995,4.859999999999999,51013.0,ARLINGTON,VA,207627,38.87833,-77.1007
1538,3.495,4.84,29165.0,PLATTE,MO,89322,39.37869,-94.76147
2565,12.39,4.829999999999998,48141.0,EL PASO,TX,800647,31.7664,-106.24139
1841,0.120000000000001,4.810000000000002,36081.0,QUEENS,NY,2230722,40.65855,-73.83792
2630,3.6899999999999995,4.809999999999999,48271.0,KINNEY,TX,3598,29.34708,-100.4177
1244,10.89,4.79,26081.0,KENT,MI,602622,43.03249,-85.54744
1604,8.11,4.78,30067.0,PARK,MT,15636,45.4219,-110.53279
907,4.484999999999999,4.73,20093.0,KEARNY,KS,3977,37.99446,-101.30813
2899,11.255,4.73,51620.0,FRANKLIN,VA,8582,36.68401,-76.94139
2511,10.434999999999999,4.720000000000006,48033.0,BORDEN,TX,641,32.74406,-101.43303
83,2.2200000000000006,4.720000000000001,4025.0,YAVAPAI,AZ,211033,34.63004,-112.57374
1814,3.2150000000000003,4.72,36027.0,DUTCHESS,NY,297488,41.755,-73.73995
244,9.610000000000001,4.710000000000001,8051.0,GUNNISON,CO,15324,38.66967,-107.0781
185,12.21,4.71,6051.0,MONO,CA,14202,37.91583,-118.87516
2203,2.370000000000001,4.690000000000001,41045.0,MALHEUR,OR,31313,43.1877,-117.60397
2726,1.85,4.69,48463.0,UVALDE,TX,26405,29.35034,-99.76107
1227,2.665000000000001,4.6899999999999995,26047.0,EMMET,MI,32694,45.59009,-84.98682
1161,2.94,4.6899999999999995,23023.0,SAGADAHOC,ME,35293,43.91669,-69.84399
44,3.9049999999999994,4.68,1089.0,MADISON,AL,334811,34.76423,-86.55108
2308,3.1399999999999997,4.68,45039.0,FAIRFIELD,SC,23956,34.39566,-81.127
1085,2.92,4.67,21239.0,WOODFORD,KY,24939,38.04278,-84.74814
290,5.115,4.66,10001.0,KENT,DE,162310,39.09708,-75.50298
287,3.595,4.65,9011.0,NEW LONDON,CT,274055,41.47863,-72.10345
2714,10.315,4.640000000000001,48439.0,TARRANT,TX,1809034,32.77204,-97.29129
1965,5.81,4.64,38005.0,BENSON,ND,6660,48.07173,-99.36198
78,13.395,4.629999999999999,4015.0,MOHAVE,AZ,200186,35.7177,-113.74968
251,2.61,4.619999999999999,8065.0,LAKE,CO,7310,39.20431,-106.34969
1778,3.18,4.61,35019.0,GUADALUPE,NM,4687,34.86978,-104.78496
2570,21.755000000000003,4.600000000000001,48151.0,FISHER,TX,3974,32.74047,-100.40312
556,5.890000000000001,4.589999999999996,16065.0,MADISON,ID,37536,43.7897,-111.65655
2572,23.655,4.580000000000002,48155.0,FOARD,TX,1336,33.9804,-99.77742
284,4.5600000000000005,4.58,9005.0,LITCHFIELD,CT,189927,41.79189,-73.23542
2529,3.764999999999999,4.579999999999998,48069.0,CASTRO,TX,8062,34.53362,-102.25878
1199,7.07,4.579999999999998,25019.0,NANTUCKET,MA,10172,41.30587,-70.14191
699,4.285,4.57,18059.0,HANCOCK,IN,70002,39.8226,-85.7729
2288,3.04,4.5600000000000005,44009.0,WASHINGTON,RI,126979,41.40116,-71.61761
1971,7.014999999999999,4.550000000000001,38017.0,CASS,ND,149778,46.927,-97.25237
1305,5.63,4.55,27037.0,DAKOTA,MN,398552,44.67089,-93.06248
1857,2.93,4.53,36113.0,WARREN,NY,65707,43.5551,-73.83813
671,5.295,4.53,18003.0,ALLEN,IN,355329,41.09185,-85.07223
1245,1.8650000000000002,4.509999999999999,26083.0,KEWEENAW,MI,2156,47.68198,-88.1488
1654,12.1,4.5,31055.0,DOUGLAS,NE,517110,41.29709,-96.15406
1846,2.9850000000000003,4.5,36091.0,SARATOGA,NY,219607,43.10613,-73.85538
1410,3.630000000000001,4.490000000000002,28073.0,LAMAR,MS,55658,31.19713,-89.51495
2430,42.03,4.489999999999998,47061.0,GRUNDY,TN,13703,35.38727,-85.72218
285,3.4100000000000006,4.450000000000001,9007.0,MIDDLESEX,CT,165676,41.43452,-72.52422
1832,9.379999999999999,4.449999999999999,36063.0,NIAGARA,NY,216469,43.45673,-78.79214
2732,7.265000000000001,4.430000000000003,48475.0,WARD,TX,10658,31.51306,-103.10511
978,31.86,4.43,21025.0,BREATHITT,KY,13878,37.52117,-83.3224
2664,3.630000000000001,4.41,48339.0,MONTGOMERY,TX,455746,30.30236,-95.50352
1760,6.834999999999999,4.4,34027.0,MORRIS,NJ,492276,40.85858,-74.54742
540,0.5949999999999989,4.3700000000000045,16033.0,CLARK,ID,982,44.28625,-112.36112
2540,3.695000000000002,4.370000000000001,48091.0,COMAL,TX,108472,29.80301,-98.2552
1361,6.345000000000001,4.3500000000000005,27149.0,STEVENS,MN,9726,45.59346,-95.99231
941,12.635000000000002,4.34,20161.0,RILEY,KS,71115,39.29121,-96.72748
1293,0.7,4.34,27013.0,BLUE EARTH,MN,64013,44.03822,-94.06407
1824,1.8900000000000023,4.329999999999998,36047.0,KINGS,NY,2504700,40.63513,-73.95077
1494,3.919999999999999,4.3199999999999985,29077.0,GREENE,MO,275174,37.25819,-93.34064
404,12.350000000000001,4.310000000000002,13089.0,DEKALB,GA,691893,33.77066,-84.22634
3111,19.130000000000003,4.3100000000000005,56039.0,TETON,WY,21294,44.04932,-110.5881
1288,3.62,4.3100000000000005,27003.0,ANOKA,MN,330844,45.27411,-93.24272
264,16.225,4.3100000000000005,8091.0,OURAY,CO,4436,38.1506,-107.76713
2188,0.5800000000000001,4.3100000000000005,41015.0,CURRY,OR,22364,42.46667,-124.2114
2789,12.215,4.309999999999999,50023.0,WASHINGTON,VT,59534,44.27495,-72.60947
672,3.7750000000000004,4.300000000000001,18005.0,BARTHOLOMEW,IN,76794,39.20584,-85.89799
2588,8.265,4.299999999999999,48187.0,GUADALUPE,TX,131533,29.5832,-97.94902
1248,8.344999999999999,4.29,26089.0,LEELANAU,MI,21708,45.14618,-86.05157
318,2.235,4.29,12051.0,HENDRY,FL,39140,26.53934,-81.15158
1152,9.395,4.27,23005.0,CUMBERLAND,ME,281674,43.80834,-70.33037
350,4.195,4.27,12113.0,SANTA ROSA,FL,151372,30.70363,-87.01425
1840,3.25,4.26,36079.0,PUTNAM,NY,99710,41.4279,-73.74388
2285,7.77,4.26,44003.0,KENT,RI,166158,41.67775,-71.57631
2970,7.1000000000000005,4.26,54011.0,CABELL,WV,96319,38.41958,-82.24339
1079,2.745,4.25,21227.0,WARREN,KY,113792,36.99563,-86.42357
2443,41.345,4.25,47087.0,JACKSON,TN,11638,36.35424,-85.67418
1126,5.25,4.25,22081.0,RED RIVER,LA,9091,32.10121,-93.34905
2624,2.9899999999999984,4.23,48259.0,KENDALL,TX,33410,29.94452,-98.71109
1781,2.0150000000000023,4.210000000000001,35025.0,LEA,NM,64727,32.79568,-103.41327
237,12.215,4.209999999999999,8037.0,EAGLE,CO,52197,39.63063,-106.69294
1847,3.24,4.1899999999999995,36093.0,SCHENECTADY,NY,154727,42.81754,-74.04358
1970,3.2950000000000017,4.170000000000002,38015.0,BURLEIGH,ND,81308,46.97184,-100.462
68,12.280000000000001,4.17,2016.0,DISTRICT 16,AK,5561,51.95944,-178.33881
1503,9.590000000000002,4.17,29095.0,JACKSON,MO,674158,39.00723,-94.3425
1218,2.2350000000000003,4.16,26029.0,CHARLEVOIX,MI,25949,45.51316,-85.45039
2212,5.654999999999999,4.16,41063.0,WALLOWA,OR,7008,45.59375,-117.18558
3098,0.6700000000000017,4.16,56013.0,FREMONT,WY,40123,43.0553,-108.60553
1250,3.37,4.15,26093.0,LIVINGSTON,MI,180967,42.60253,-83.91171
2622,9.775,4.140000000000001,48255.0,KARNES,TX,14824,28.90761,-97.86076
2263,3.1100000000000003,4.140000000000001,42093.0,MONTOUR,PA,18267,41.02926,-76.66525
2441,37.335,4.140000000000001,47083.0,HOUSTON,TN,8426,36.28577,-87.7056
1744,2.295,4.14,33015.0,ROCKINGHAM,NH,295223,42.98936,-71.09943
1815,3.6400000000000006,4.130000000000001,36029.0,ERIE,NY,919040,42.75275,-78.77819
2929,9.255,4.13,53007.0,CHELAN,WA,72453,47.85989,-120.61854
303,4.449999999999999,4.129999999999999,12019.0,CLAY,FL,190865,29.98711,-81.85814
1795,2.285,4.119999999999999,35051.0,SIERRA,NM,11988,33.11947,-107.18816
2895,13.95,4.119999999999999,51590.0,DANVILLE,VA,43055,36.58333,-79.40807
2380,2.5249999999999986,4.109999999999999,46093.0,MEADE,SD,25434,44.60679,-102.71586
1137,3.5699999999999985,4.109999999999999,22103.0,ST. TAMMANY,LA,233740,30.41002,-89.95196
2480,34.415,4.100000000000001,47161.0,STEWART,TN,13324,36.51175,-87.85154
2237,6.535,4.1000000000000005,42041.0,CUMBERLAND,PA,235406,40.16478,-77.26344
889,4.120000000000001,4.09,20057.0,FORD,KS,33848,37.68836,-99.88473
1024,3.3900000000000006,4.09,21117.0,KENTON,KY,159720,38.93047,-84.53349
2098,4.3,4.08,39165.0,WARREN,OH,212693,39.42565,-84.1699
2095,2.4750000000000014,4.060000000000002,39159.0,UNION,OH,52300,40.2959,-83.36704
1585,3.665,4.0600000000000005,30029.0,FLATHEAD,MT,90928,48.31469,-114.05431
973,2.9499999999999993,4.030000000000001,21015.0,BOONE,KY,118811,38.97459,-84.73144
1578,3.244999999999999,4.030000000000001,30015.0,CHOUTEAU,MT,5813,47.88683,-110.43618
3065,8.764999999999999,4.0200000000000005,55089.0,OZAUKEE,WI,86395,43.36071,-87.49655
1764,10.52,4.02,34035.0,SOMERSET,NJ,323444,40.56552,-74.61993
1742,3.0999999999999996,4.01,33011.0,HILLSBOROUGH,NH,400721,42.91164,-71.7231
2489,6.9449999999999985,4.0,47179.0,WASHINGTON,TN,122979,36.29566,-82.49503
1157,3.3449999999999998,4.0,23015.0,LINCOLN,ME,34457,43.99426,-69.51402
2487,34.995,4.0,47175.0,VAN BUREN,TN,5548,35.69924,-85.45841
1434,5.024999999999999,4.0,28121.0,RANKIN,MS,141617,32.26205,-89.94655
2685,2.6450000000000014,3.9899999999999984,48381.0,RANDALL,TX,120725,34.96252,-101.89554
2961,7.685,3.9800000000000004,53071.0,WALLA WALLA,WA,58781,46.2546,-118.48037
1792,3.1850000000000005,3.9700000000000006,35045.0,SAN JUAN,NM,130044,36.51162,-108.32457
1776,11.754999999999999,3.969999999999999,35015.0,EDDY,NM,53829,32.45785,-104.30647
2788,2.58,3.96,50021.0,RUTLAND,VT,61642,43.58084,-73.03819
888,9.78,3.9400000000000013,20055.0,FINNEY,KS,36776,38.04985,-100.73992
1165,1.25,3.94,23031.0,YORK,ME,197131,43.42723,-70.6704
2494,11.96,3.9300000000000033,47189.0,WILSON,TN,113993,36.14847,-86.29021
1835,3.63,3.9200000000000004,36069.0,ONTARIO,NY,107931,42.85669,-77.30327
2434,11.875,3.92,47069.0,HARDEMAN,TN,27253,35.21813,-88.98903
1780,1.2449999999999999,3.9199999999999995,35023.0,HIDALGO,NM,4894,31.89965,-108.74572
1684,5.419999999999998,3.9100000000000037,31115.0,LOUP,NE,632,41.89771,-99.50976
3092,7.750000000000001,3.91,56001.0,ALBANY,WY,36299,41.66551,-105.72188
77,6.8,3.91,4013.0,MARICOPA,AZ,3817117,33.34654,-112.49553
2534,6.305,3.9099999999999966,48079.0,COCHRAN,TX,3127,33.60844,-102.83044
2079,21.055,3.900000000000002,39127.0,PERRY,OH,36058,39.74318,-82.23795
947,3.465,3.9000000000000004,20173.0,SEDGWICK,KS,498365,37.6838,-97.45945
261,2.200000000000001,3.8900000000000006,8085.0,MONTROSE,CO,41276,38.41342,-108.26304
891,4.49,3.8899999999999997,20061.0,GEARY,KS,34362,39.00215,-96.76803
1786,1.1199999999999983,3.889999999999999,35033.0,MORA,NM,4881,35.98284,-104.92189
2466,34.865,3.870000000000001,47133.0,OVERTON,TN,22083,36.34485,-85.28307
1681,8.25,3.87,31109.0,LANCASTER,NE,285407,40.78354,-96.68865
2999,8.309999999999999,3.869999999999999,54069.0,OHIO,WV,44443,40.09893,-80.62072
2791,9.969999999999999,3.8599999999999994,50027.0,WINDSOR,VT,56670,43.58814,-72.59151
252,8.440000000000001,3.8499999999999996,8067.0,LA PLATA,CO,51334,37.28736,-107.83971
1522,22.34,3.849999999999998,29133.0,MISSISSIPPI,MO,14358,36.82626,-89.29592
3018,10.385000000000002,3.830000000000002,54107.0,WOOD,WV,86956,39.21167,-81.51592
348,3.0100000000000007,3.83,12109.0,ST. JOHNS,FL,190039,29.89059,-81.38391
2268,4.014999999999999,3.8200000000000003,42103.0,PIKE,PA,57369,41.32594,-75.03151
2626,18.520000000000003,3.8200000000000003,48263.0,KENT,TX,808,33.18478,-100.76972
1479,3.61,3.82,29047.0,CLAY,MO,221939,39.31555,-94.4215
564,17.82,3.81,16081.0,TETON,ID,10170,43.76099,-111.21176
751,3.8749999999999996,3.8,18163.0,VANDERBURGH,IN,179703,38.02007,-87.58616
522,2.754999999999999,3.780000000000001,15007.0,KAUAI,HI,67091,22.01203,-159.70596
2482,11.169999999999998,3.780000000000001,47165.0,SUMNER,TN,160645,36.47001,-86.45851
1378,12.565000000000001,3.7800000000000002,28009.0,BENTON,MS,8729,34.81077,-89.20002
2432,2.6500000000000004,3.7800000000000002,47065.0,HAMILTON,TN,336463,35.15918,-85.20229
1594,1.5700000000000003,3.7799999999999994,30047.0,LAKE,MT,28746,47.6429,-114.08368
2523,10.38,3.770000000000003,48057.0,CALHOUN,TX,21381,28.44536,-96.5833
1290,2.25,3.7699999999999996,27007.0,BELTRAMI,MN,44442,47.87882,-94.98669
2354,3.08,3.7600000000000007,46041.0,DEWEY,SD,5301,45.15,-100.85221
2447,26.35,3.759999999999998,47095.0,LAKE,TN,7832,36.3339,-89.48553
1540,8.275000000000002,3.75,29169.0,PULASKI,MO,52274,37.82483,-92.20702
242,1.9800000000000002,3.7499999999999996,8047.0,GILPIN,CO,5441,39.86108,-105.52894
1738,3.1050000000000004,3.74,33003.0,CARROLL,NH,47818,43.86756,-71.20166
2646,7.265000000000001,3.7399999999999984,48303.0,LUBBOCK,TX,278831,33.61146,-101.81994
2934,3.9400000000000013,3.7399999999999984,53017.0,DOUGLAS,WA,38431,47.73586,-119.69588
41,8.78,3.7300000000000004,1083.0,LIMESTONE,AL,82782,34.81023,-86.9814
2781,13.955,3.7300000000000004,50007.0,CHITTENDEN,VT,156545,44.46067,-73.07052
2442,34.19,3.7300000000000004,47085.0,HUMPHREYS,TN,18538,36.04044,-87.79062
202,11.75,3.7200000000000024,6085.0,SANTA CLARA,CA,1781642,37.22077,-121.69062
1368,4.1850000000000005,3.7200000000000006,27163.0,WASHINGTON,MN,238136,45.03792,-92.89011
218,4.3100000000000005,3.7200000000000006,8001.0,ADAMS,CO,441603,39.87432,-104.33187
2505,0.8150000000000004,3.710000000000001,48021.0,BASTROP,TX,74171,30.10312,-97.31185
2711,17.58,3.700000000000003,48433.0,STONEWALL,TX,1490,33.17958,-100.2538
3087,5.175000000000001,3.6999999999999993,55133.0,WAUKESHA,WI,389891,43.0193,-88.3067
2231,10.405000000000001,3.6900000000000004,42029.0,CHESTER,PA,498886,39.97396,-75.74973
2966,5.659999999999999,3.6899999999999995,54003.0,BERKELEY,WV,104169,39.45785,-78.03233
2715,3.1549999999999994,3.6799999999999997,48441.0,TAYLOR,TX,131506,32.29568,-99.89322
1012,4.369999999999999,3.6799999999999997,21093.0,HARDIN,KY,105543,37.69583,-85.96318
240,5.89,3.669999999999998,8043.0,FREMONT,CO,46824,38.45565,-105.42143
1019,14.059999999999999,3.66,21107.0,HOPKINS,KY,46920,37.31107,-87.54219
2375,3.42,3.66,46083.0,LINCOLN,SD,44828,43.27942,-96.72228
2391,5.279999999999999,3.650000000000002,46117.0,STANLEY,SD,2966,44.41554,-100.74916
1571,3.8100000000000005,3.6499999999999986,30001.0,BEAVERHEAD,MT,9246,45.13386,-112.89286
756,4.415,3.6400000000000006,18173.0,WARRICK,IN,59689,38.09776,-87.27202
178,9.295,3.6400000000000006,6037.0,LOS ANGELES,CA,9818605,34.19639,-118.26186
1150,9.370000000000001,3.6399999999999997,23001.0,ANDROSCOGGIN,ME,107702,44.16768,-70.20743
1842,2.94,3.6399999999999997,36083.0,RENSSELAER,NY,159429,42.71042,-73.51384
1649,1.3049999999999997,3.6300000000000026,31045.0,DAWES,NE,9182,42.71121,-103.13487
2522,1.13,3.63,48055.0,CALDWELL,TX,38066,29.84042,-97.63109
2413,30.595,3.629999999999999,47027.0,CLAY,TN,7861,36.54576,-85.54571
2686,2.1800000000000015,3.620000000000001,48383.0,REAGAN,TX,3367,31.37289,-101.5139
1200,4.3950000000000005,3.620000000000001,25021.0,NORFOLK,MA,670850,42.1697,-71.17987
2544,2.365,3.6000000000000014,48099.0,CORYELL,TX,75388,31.39117,-97.79802
2941,8.9,3.580000000000002,53031.0,JEFFERSON,WA,29872,47.80264,-123.52181
1551,6.704999999999999,3.58,29189.0,ST. LOUIS COUNTY,MO,998954,38.6407,-90.44595
3059,1.3099999999999987,3.5700000000000003,55078.0,MENOMINEE,WI,4232,44.9913,-88.66925
984,2.45,3.5700000000000003,21037.0,CAMPBELL,KY,90336,38.94698,-84.37958
1602,11.684999999999999,3.5599999999999987,30063.0,MISSOULA,MT,109299,47.02726,-113.89268
1705,3.035,3.5599999999999987,31157.0,SCOTTS BLUFF,NE,36970,41.85158,-103.70586
2086,11.455,3.5500000000000007,39141.0,ROSS,OH,78064,39.32376,-83.05958
2508,9.86,3.5500000000000007,48027.0,BELL,TX,310235,31.04211,-97.48192
1755,4.834999999999999,3.549999999999997,34017.0,HUDSON,NJ,634266,40.73138,-74.07862
1359,6.925000000000001,3.540000000000001,27145.0,STEARNS,MN,150642,45.55523,-94.61048
2577,6.439999999999998,3.539999999999999,48165.0,GAINES,TX,17526,32.74394,-102.63156
1043,13.705,3.530000000000001,21155.0,MARION,KY,19820,37.55224,-85.26924
1737,0.77,3.5300000000000002,33001.0,BELKNAP,NH,60088,43.5191,-71.42536
1773,4.034999999999998,3.5299999999999976,35009.0,CURRY,NM,48376,34.57298,-103.34605
2514,7.5,3.5199999999999996,48039.0,BRAZORIA,TX,313166,29.16781,-95.43464
2392,4.990000000000002,3.5199999999999996,46119.0,SULLY,SD,1373,44.72232,-100.13139
3102,2.829999999999999,3.5199999999999996,56021.0,LARAMIE,WY,91738,41.29283,-104.66039
1208,2.38,3.5,26009.0,ANTRIM,MI,23580,45.00545,-85.17562
2097,19.805,3.4899999999999984,39163.0,VINTON,OH,13435,39.25201,-82.48596
282,8.665,3.4800000000000004,9001.0,FAIRFIELD,CT,916829,41.2281,-73.36675
2467,34.91,3.460000000000001,47135.0,PERRY,TN,7915,35.65978,-87.87702
1401,1.785,3.46,28055.0,ISSAQUENA,MS,1406,32.75497,-90.98855
235,6.9399999999999995,3.450000000000003,8033.0,DOLORES,CO,2064,37.7476,-108.53038
1759,5.45,3.45,34025.0,MONMOUTH,NJ,630380,40.28705,-74.15244
2890,10.015,3.4499999999999993,51530.0,BUENA VISTA,VA,6650,37.73166,-79.35637
1839,3.125,3.44,36077.0,OTSEGO,NY,62259,42.62977,-75.02884
1586,13.685,3.43,30031.0,GALLATIN,MT,89513,45.53555,-111.17344
1672,4.639999999999997,3.4299999999999997,31091.0,HOOKER,NE,736,41.9187,-101.11681
2197,0.7850000000000001,3.4299999999999997,41033.0,JOSEPHINE,OR,82713,42.38538,-123.59724
1255,2.1950000000000003,3.4200000000000004,26103.0,MARQUETTE,MI,67077,46.65659,-87.58402
1859,2.38,3.42,36117.0,WAYNE,NY,93772,43.45875,-77.06316
1222,3.005,3.42,26037.0,CLINTON,MI,75382,42.95045,-84.59169
1203,3.315,3.41,25027.0,WORCESTER,MA,798552,42.31169,-71.94028
3104,8.145000000000003,3.41,56025.0,NATRONA,WY,75450,42.97364,-106.76487
1070,3.4749999999999996,3.3999999999999986,21209.0,SCOTT,KY,47173,38.28988,-84.57937
1372,6.200000000000001,3.3900000000000006,27171.0,WRIGHT,MN,124700,45.17509,-93.96639
741,19.064999999999998,3.389999999999997,18143.0,SCOTT,IN,24181,38.67943,-85.75189
691,3.39,3.38,18043.0,FLOYD,IN,74578,38.31793,-85.91147
2213,0.74,3.38,41065.0,WASCO,OR,25213,45.16453,-121.16506
1743,1.7800000000000002,3.38,33013.0,MERRIMACK,NH,146445,43.29948,-71.68013
1769,1.3899999999999988,3.370000000000001,35003.0,CATRON,NM,3725,33.90181,-108.39209
2345,11.54,3.3699999999999974,46023.0,CHARLES MIX,SD,9129,43.20618,-98.59514
259,8.355,3.3599999999999994,8081.0,MOFFAT,CO,13795,40.57398,-108.20452
3004,11.715,3.3599999999999994,54079.0,PUTNAM,WV,55486,38.51051,-81.9061
1038,8.8,3.3599999999999994,21145.0,MCCRACKEN,KY,65565,37.05368,-88.71237
2479,37.73,3.3500000000000014,47159.0,SMITH,TN,19166,36.25565,-85.94207
