,skew_diff,FIPS,county,state,Population(2010),Total Areami²,Latitude,Longitude
3064,44.335,54059.0,MINGO,WV,26839,423.968,37.72115,-82.15899
1095,43.525,21119.0,KNOTT,KY,16346,352.852,37.3547,-82.94913
3058,42.53,54047.0,MCDOWELL,WV,22113,534.899,37.38266,-81.6582
1067,42.04,21063.0,ELLIOTT,KY,7852,235.323,38.11642,-83.09754
2500,42.03,47061.0,GRUNDY,TN,13703,361.122,35.38727,-85.72218
2513,41.345,47087.0,JACKSON,TN,11638,319.525,36.35424,-85.67418
1071,40.075,21071.0,FLOYD,KY,39451,395.706,37.55828,-82.74033
3057,39.9,54045.0,LOGAN,WV,36743,455.616,37.83059,-81.94085
3037,38.335,54005.0,BOONE,WV,24629,503.196,38.02283,-81.71331
2549,37.73,47159.0,SMITH,TN,19166,325.373,36.25565,-85.94207
2511,37.335,47083.0,HOUSTON,TN,8426,206.974,36.28577,-87.7056
1133,35.375,21195.0,PIKE,KY,65024,788.670,37.48206,-82.40286
3089,35.129999999999995,54109.0,WYOMING,WV,23796,501.819,37.60371,-81.54888
3085,35.010000000000005,54101.0,WEBSTER,WV,9154,556.228,38.49298,-80.43026
2557,34.995,47175.0,VAN BUREN,TN,5548,274.532,35.69924,-85.45841
2472,34.910000000000004,47005.0,BENTON,TN,16489,436.231,36.06925,-88.07121
2537,34.91,47135.0,PERRY,TN,7915,422.872,35.65978,-87.87702
2536,34.865,47133.0,OVERTON,TN,22083,434.834,36.34485,-85.28307
2875,34.815,51027.0,BUCHANAN,VA,24098,503.843,37.26812,-82.03815
2554,34.615,47169.0,TROUSDALE,TN,7870,116.643,36.39303,-86.15669
2550,34.415,47161.0,STEWART,TN,13324,493.011,36.51175,-87.85154
2512,34.19,47085.0,HUMPHREYS,TN,18538,556.702,36.04044,-87.79062
2490,32.61,47041.0,DEKALB,TN,18723,328.987,35.98222,-85.83359
552,32.515,13247.0,ROCKDALE,GA,85215,132.098,33.65208,-84.02637
1083,32.22,21095.0,HARLAN,KY,29278,468.151,36.85922,-83.22149
1048,31.86,21025.0,BREATHITT,KY,13878,495.267,37.52117,-83.3224
2477,31.529999999999998,47015.0,CANNON,TN,13801,265.696,35.80839,-86.0624
1102,31.34,21133.0,LETCHER,KY,24519,339.033,37.1185,-82.86117
2510,31.244999999999997,47081.0,HICKMAN,TN,24690,612.628,35.80239,-87.46711
2489,31.020000000000003,47039.0,DECATUR,TN,11757,344.883,35.60342,-88.10738
2476,30.879999999999995,47013.0,CAMPBELL,TN,40716,498.146,36.40159,-84.15925
2545,30.805,47151.0,SCOTT,TN,22228,533.229,36.43723,-84.49838
2483,30.595,47027.0,CLAY,TN,7861,259.343,36.54576,-85.54571
2141,30.294999999999998,39111.0,MONROE,OH,14642,457.458,39.72596,-81.09065
71,30.275,1071.0,JACKSON,AL,53227,1126.771,34.76352,-85.9774
70,30.275,1071.0,JACKSON,AL,53227,1126.771,34.76352,-85.9774
2562,30.2,47185.0,WHITE,TN,25841,379.425,35.92706,-85.45576
3056,29.855,54043.0,LINCOLN,WV,21720,438.593,38.17165,-82.07754
505,29.740000000000002,13151.0,HENRY,GA,203922,326.547,33.45288,-84.15444
1635,29.700000000000003,29221.0,WASHINGTON,MO,25195,762.489,37.94231,-90.89705
2534,28.720000000000006,47129.0,MORGAN,TN,21987,522.493,36.13869,-84.63926
2520,28.67,47101.0,LEWIS,TN,12161,282.487,35.52324,-87.49698
2887,28.11,51051.0,DICKENSON,VA,15903,333.662,37.13708,-82.3492
2525,28.035,47111.0,MACON,TN,22248,307.239,36.53783,-86.00123
2973,27.66,51660.0,HARRISONBURG,VA,48914,17.476,38.43601,-78.87419
667,27.295,17059.0,GALLATIN,IL,5589,328.182,37.76867,-88.22796
2740,27.259999999999998,48351.0,NEWTON,TX,14445,939.728,30.78671,-93.73925
1548,27.21,29045.0,CLARK,MO,7139,511.825,40.40727,-91.72947
2533,27.21,47127.0,MOORE,TN,6362,130.417,35.28888,-86.35868
1132,27.195,21193.0,PERRY,KY,28712,342.610,37.24128,-83.21777
3041,27.18,54013.0,CALHOUN,WV,7627,280.679,38.84415,-81.11547
139,27.1,2020.0,DISTRICT 20,AK,291826,1961.001,61.17754,-149.27435
138,27.1,2020.0,DISTRICT 20,AK,291826,1961.001,61.17754,-149.27435
3068,26.7,54067.0,NICHOLAS,WV,26233,654.407,38.29141,-80.79751
1039,26.46,21007.0,BALLARD,KY,8249,273.690,37.05112,-89.00917
1105,26.42,21139.0,LIVINGSTON,KY,9519,342.334,37.20951,-88.36342
1115,26.404999999999998,21159.0,MARTIN,KY,12929,230.599,37.79677,-82.50662
2558,26.35,47177.0,WARREN,TN,39839,434.035,35.67828,-85.77736
2517,26.35,47095.0,LAKE,TN,7832,193.893,36.3339,-89.48553
497,26.32,13135.0,GWINNETT,GA,805321,436.775,33.9591,-84.02293
3042,26.27,54015.0,CLAY,WV,9386,343.816,38.45982,-81.08186
1112,26.195,21153.0,MAGOFFIN,KY,13333,309.158,37.69895,-83.06971
478,26.105,13097.0,DOUGLAS,GA,132403,201.026,33.69931,-84.76594
2941,26.1,51167.0,RUSSELL,VA,28897,476.754,36.93342,-82.09593
3044,26.095,54019.0,FAYETTE,WV,46039,668.348,38.03093,-81.08605
1057,26.005000000000003,21043.0,CARTER,KY,27720,412.122,38.30955,-83.04882
1124,25.9,21177.0,MUHLENBERG,KY,31499,479.400,37.21381,-87.13409
19,25.800000000000004,1019.0,CHEROKEE,AL,25989,599.978,34.06951,-85.65424
18,25.800000000000004,1019.0,CHEROKEE,AL,25989,599.978,34.06951,-85.65424
2092,25.755,39013.0,BELMONT,OH,70400,541.274,40.01768,-80.96772
2527,25.68,47115.0,MARION,TN,28237,512.253,35.13342,-85.61839
2535,25.64,47131.0,OBION,TN,31807,555.506,36.35817,-89.15017
1615,25.595000000000002,29179.0,REYNOLDS,MO,6696,814.413,37.36085,-90.96951
1572,25.385,29093.0,IRON,MO,10630,552.064,37.62596,-90.69962
2519,25.35,47099.0,LAWRENCE,TN,41869,617.989,35.22047,-87.39654
1514,25.195,28141.0,TISHOMINGO,MS,19593,444.519,34.73769,-88.23606
1123,25.189999999999998,21175.0,MORGAN,KY,13923,383.788,37.92294,-83.25894
2539,25.105,47139.0,POLK,TN,16825,442.334,35.10943,-84.54111
2556,25.070000000000004,47173.0,UNION,TN,19109,247.137,36.28414,-83.83608
2668,25.064999999999998,48207.0,HASKELL,TX,5899,910.263,33.17596,-99.73077
2497,24.96,47055.0,GILES,TN,29485,611.175,35.20272,-87.03531
2524,24.884999999999998,47109.0,MCNAIRY,TN,26075,563.612,35.17562,-88.56467
2528,24.880000000000003,47117.0,MARSHALL,TN,30617,376.156,35.46838,-86.76588
2509,24.87,47079.0,HENRY,TN,32330,593.416,36.32539,-88.30038
2978,24.735,51685.0,MANASSAS PARK,VA,14273,2.535,38.76899,-77.44868
78,24.715,1079.0,LAWRENCE,AL,34339,717.199,34.52977,-87.32186
79,24.715,1079.0,LAWRENCE,AL,34339,717.199,34.52977,-87.32186
2982,24.669999999999998,51720.0,NORTON,VA,3958,7.515,36.93154,-82.62599
1099,24.61,21127.0,LAWRENCE,KY,15860,420.068,38.07445,-82.7383
2505,24.575,47071.0,HARDIN,TN,26026,596.294,35.20189,-88.18569
1055,24.545,21039.0,CARLISLE,KY,5104,198.980,36.85772,-88.97575
3038,24.45,54007.0,BRAXTON,WV,14523,516.273,38.6993,-80.73164
2950,24.384999999999998,51185.0,TAZEWELL,VA,45078,519.971,37.12539,-81.56292
2954,24.355000000000004,51195.0,WISE,VA,41452,405.229,36.97456,-82.62156
2494,24.335,47049.0,FENTRESS,TN,17959,498.932,36.37607,-84.9327
1167,24.25,22023.0,CAMERON,LA,6839,1936.669,29.87198,-93.16543
1042,24.25,21013.0,BELL,KY,28691,361.116,36.72268,-83.68104
1243,24.225,24017.0,CHARLES,MD,146551,642.968,38.47285,-77.01542
1597,24.17,29143.0,NEW MADRID,MO,18956,696.574,36.59426,-89.65594
2119,24.09,39067.0,HARRISON,OH,15864,410.767,40.29231,-81.09156
3039,24.06,54009.0,BROOKE,WV,24069,92.572,40.27264,-80.57869
665,24.055,17055.0,FRANKLIN,IL,39561,431.444,37.99184,-88.92624
1118,24.03,21165.0,MENIFEE,KY,6306,205.934,37.95071,-83.59734
3086,23.895,54103.0,WETZEL,WV,16583,361.330,39.59657,-80.63439
92,23.884999999999998,1093.0,MARION,AL,30776,743.571,34.13821,-87.88155
93,23.884999999999998,1093.0,MARION,AL,30776,743.571,34.13821,-87.88155
3084,23.84,54099.0,WAYNE,WV,42481,512.112,38.14553,-82.41969
644,23.815,17013.0,CALHOUN,IL,5089,283.577,39.16426,-90.66629
2478,23.770000000000003,47017.0,CARROLL,TN,28522,600.080,35.96789,-88.45165
1623,23.744999999999997,29197.0,SCHUYLER,MO,4431,308.159,40.46936,-92.51901
2316,23.72,42059.0,GREENE,PA,38686,577.978,39.84898,-80.22569
2642,23.655,48155.0,FOARD,TX,1336,707.685,33.9804,-99.77742
1607,23.59,29163.0,PIKE,MO,18516,684.716,39.34417,-91.17104
2495,23.59,47051.0,FRANKLIN,TN,41052,575.735,35.15592,-86.0992
2491,23.575,47043.0,DICKSON,TN,49666,491.320,36.14553,-87.36415
2482,23.525,47025.0,CLAIBORNE,TN,32213,441.575,36.50155,-83.66072
2994,23.525,51830.0,WILLIAMSBURG,VA,14068,9.183,37.26929,-76.70671
126,23.485,1127.0,WALKER,AL,67023,805.194,33.79157,-87.30109
127,23.485,1127.0,WALKER,AL,67023,805.194,33.79157,-87.30109
1636,23.355,29223.0,WAYNE,MO,13521,774.064,37.11382,-90.46086
1093,23.33,21115.0,JOHNSON,KY,23356,264.135,37.84926,-82.83063
2188,23.28,40029.0,COAL,OK,5925,521.346,34.58286,-96.28803
2530,23.275,47121.0,MEIGS,TN,11753,216.749,35.50339,-84.82388
3061,23.270000000000003,54053.0,MASON,WV,27324,444.715,38.75928,-82.02417
2904,23.255000000000003,51087.0,HENRICO,VA,306935,244.907,37.43752,-77.30033
1157,23.225,22003.0,ALLEN,LA,25764,765.954,30.65274,-92.8196
1568,23.195,29085.0,HICKORY,MO,9627,411.708,37.9367,-93.32283
2827,23.174999999999997,49017.0,GARFIELD,UT,5172,5208.247,37.83162,-111.45088
2546,23.05,47153.0,SEQUATCHIE,TN,14112,266.044,35.37233,-85.41034
2521,23.015,47103.0,LINCOLN,TN,33361,570.720,35.14253,-86.59338
2486,22.96,47033.0,CROCKETT,TN,14586,265.739,35.81131,-89.13534
2473,22.955000000000002,47007.0,BLEDSOE,TN,12876,406.749,35.59366,-85.20597
2825,22.955000000000002,49013.0,DUCHESNE,UT,18607,3255.921,40.28964,-110.42983
1560,22.925000000000004,29069.0,DUNKLIN,MO,31953,547.184,36.15302,-90.06225
2821,22.9,49005.0,CACHE,UT,112656,1173.023,41.73422,-111.74458
2843,22.779999999999998,49049.0,UTAH,UT,516564,2144.114,40.1204,-111.66866
2890,22.72,51059.0,FAIRFAX,VA,1081726,406.246,38.83374,-77.27611
59,22.665,1059.0,FRANKLIN,AL,31704,646.523,34.44198,-87.84281
58,22.665,1059.0,FRANKLIN,AL,31704,646.523,34.44198,-87.84281
2766,22.61,48403.0,SABINE,TX,10834,576.650,31.3433,-93.85191
1587,22.595,29123.0,MADISON,MO,12226,497.600,37.47323,-90.34545
2913,22.535,51105.0,LEE,VA,25587,437.409,36.70216,-83.13033
2835,22.505,49033.0,RICH,UT,2264,1086.357,41.62759,-111.24022
1154,22.490000000000002,21237.0,WOLFE,KY,7355,222.752,37.74377,-83.49506
2842,22.465,49047.0,UINTAH,UT,32588,4501.387,40.12588,-109.51774
2312,22.45,42051.0,FAYETTE,PA,136606,798.310,39.91411,-79.64458
1943,22.445,37021.0,BUNCOMBE,NC,238318,660.141,35.60937,-82.53042
670,22.395,17065.0,HAMILTON,IL,8457,435.891,38.08522,-88.539
2826,22.395,49015.0,EMERY,UT,10976,4471.809,39.00902,-110.72111
1592,22.34,29133.0,MISSISSIPPI,MO,14358,428.762,36.82626,-89.29592
2834,22.275000000000002,49031.0,PIUTE,UT,1556,765.717,38.33588,-112.12937
1620,22.240000000000002,29187.0,ST. FRANCOIS,MO,65359,454.674,37.8107,-90.47386
2126,22.189999999999998,39081.0,JEFFERSON,OH,69709,410.953,40.39918,-80.76141
716,22.185000000000002,17157.0,RANDOLPH,IL,33476,597.205,38.05651,-89.82121
537,22.115000000000002,13217.0,NEWTON,GA,99958,279.198,33.54404,-83.85518
2914,22.064999999999998,51107.0,LOUDOUN,VA,312311,521.138,39.08113,-77.63885
2863,21.925,51003.0,ALBEMARLE,VA,98970,726.117,38.02418,-78.5535
1152,21.915,21233.0,WEBSTER,KY,13621,335.655,37.52002,-87.68509
3079,21.895,54089.0,SUMMERS,WV,13927,367.727,37.656,-80.85631
2839,21.884999999999998,49041.0,SEVIER,UT,20802,1918.399,38.74682,-111.81193
2793,21.814999999999998,48457.0,TYLER,TX,21766,935.623,30.76957,-94.37944
710,21.81,17145.0,PERRY,IL,22350,446.953,38.08438,-89.36848
1603,21.799999999999997,29155.0,PEMISCOT,MO,18296,513.434,36.20991,-89.78594
2498,21.79,47057.0,GRAINGER,TN,22657,302.459,36.27746,-83.50949
2024,21.765,37183.0,WAKE,NC,900993,857.322,35.78984,-78.65062
2640,21.755000000000003,48151.0,FISHER,TX,3974,901.753,32.74047,-100.40312
2968,21.75,51610.0,FALLS CHURCH,VA,12332,1.999,38.88378,-77.17463
2560,21.745,47181.0,WAYNE,TN,17021,735.653,35.24268,-87.8197
1445,21.71,28003.0,ALCORN,MS,37057,401.361,34.88664,-88.58101
1532,21.675,29013.0,BATES,MO,17049,851.381,38.25721,-94.33924
2561,21.665,47183.0,WEAKLEY,TN,35021,581.785,36.30352,-88.72078
2967,21.65,51600.0,FAIRFAX,VA,22565,6.276,38.85318,-77.29902
672,21.634999999999998,17069.0,HARDIN,IL,4320,181.579,37.51785,-88.26614
3049,21.560000000000002,54029.0,HANCOCK,WV,30676,87.968,40.51693,-80.57005
2471,21.55,47003.0,BEDFORD,TN,45058,474.787,35.51366,-86.45829
1619,21.525,29186.0,STE. GENEVIEVE,MO,18145,506.775,37.89018,-90.18117
1080,21.455,21089.0,GREENUP,KY,36910,354.450,38.56359,-82.93383
1148,21.450000000000003,21225.0,UNION,KY,15007,363.377,37.65802,-87.95165
679,21.43,17083.0,JERSEY,IL,22985,377.128,39.08019,-90.36136
1992,21.42,37119.0,MECKLENBURG,NC,919628,545.909,35.24686,-80.83383
486,21.355,13113.0,FAYETTE,GA,106567,199.321,33.41271,-84.49394
1184,21.300000000000004,22057.0,LAFOURCHE,LA,96318,1474.307,29.49199,-90.39484
3062,21.29,54055.0,MERCER,WV,62264,420.724,37.40344,-81.10645
2819,21.255,49001.0,BEAVER,UT,6629,2591.938,38.35753,-113.23894
2538,21.25,47137.0,PICKETT,TN,5077,174.494,36.55936,-85.07574
1088,21.22,21105.0,HICKMAN,KY,4902,253.039,36.67591,-88.97202
663,21.14,17051.0,FAYETTE,IL,22140,725.343,39.00112,-89.01792
1594,21.060000000000002,29137.0,MONROE,MO,8840,670.163,39.49827,-92.00645
2149,21.055,39127.0,PERRY,OH,36058,412.486,39.74318,-82.23795
1041,21.045,21011.0,BATH,KY,11591,284.004,38.15224,-83.73764
165,21.04,5021.0,CLAY,AR,16083,641.436,36.3673,-90.4187
1612,21.04,29173.0,RALLS,MO,10167,483.834,39.55345,-91.52478
2485,21.035,47031.0,COFFEE,TN,52796,434.554,35.48875,-86.07821
2492,21.005,47045.0,DYER,TN,38335,526.528,36.05419,-89.3983
2832,20.990000000000002,49027.0,MILLARD,UT,12503,6827.892,39.09454,-113.52501
1614,20.98,29177.0,RAY,MO,23494,573.936,39.3084,-93.99574
1107,20.959999999999997,21143.0,LYON,KY,8314,256.528,37.02397,-88.08339
2496,20.92,47053.0,GIBSON,TN,49683,603.651,35.99169,-88.93377
1546,20.884999999999998,29041.0,CHARITON,MO,7831,766.762,39.51796,-92.96162
1553,20.86,29055.0,CRAWFORD,MO,24696,743.754,37.96656,-91.31393
3060,20.82,54051.0,MARSHALL,WV,33107,312.154,39.85471,-80.67137
2830,20.75,49023.0,JUAB,UT,10246,3406.399,39.71082,-112.79426
1638,20.715,29227.0,WORTH,MO,2171,266.820,40.48048,-94.41912
1600,20.68,29149.0,OREGON,MO,10881,791.545,36.68486,-91.4029
1472,20.665000000000003,28057.0,ITAWAMBA,MS,23401,540.450,34.28107,-88.36312
1588,20.655,29125.0,MARIES,MO,9176,529.927,38.16261,-91.9236
673,20.630000000000003,17071.0,HENDERSON,IL,7331,395.220,40.81514,-90.93848
698,20.615,17121.0,MARION,IL,39437,576.036,38.64839,-88.92022
488,20.6,13117.0,FORSYTH,GA,175511,247.166,34.22514,-84.12733
2146,20.6,39121.0,NOBLE,OH,14645,404.570,39.76723,-81.4526
1543,20.550000000000004,29035.0,CARTER,MO,6265,509.021,36.94478,-90.94562
1114,20.46,21157.0,MARSHALL,KY,31448,340.171,36.88201,-88.33275
2598,20.46,48067.0,CASS,TX,30464,960.322,33.08369,-94.35757
2100,20.435,39029.0,COLUMBIANA,OH,107841,534.688,40.76846,-80.77723
463,20.415,13067.0,COBB,GA,688078,344.518,33.93994,-84.57416
1134,20.384999999999998,21197.0,POWELL,KY,12613,180.121,37.81037,-83.82698
2831,20.369999999999997,49025.0,KANE,UT,7125,4108.518,37.27511,-111.81541
1063,20.365000000000002,21055.0,CRITTENDEN,KY,9315,371.141,37.35814,-88.10501
1616,20.340000000000003,29181.0,RIPLEY,MO,14100,631.641,36.6489,-90.86706
1582,20.34,29113.0,LINCOLN,MO,52566,640.463,39.05856,-90.95777
1583,20.325,29115.0,LINN,MO,12761,621.376,39.86444,-93.10801
1212,20.295,22113.0,VERMILION,LA,57999,1542.069,29.78687,-92.29009
668,20.29,17061.0,GREENE,IL,13886,546.272,39.35544,-90.38775
2745,20.284999999999997,48361.0,ORANGE,TX,81837,379.530,30.12091,-93.89335
2833,20.245,49029.0,MORGAN,UT,9469,610.905,41.09102,-111.57788
713,20.195,17151.0,POPE,IL,4470,374.302,37.41716,-88.54237
1581,20.17,29111.0,LEWIS,MO,10211,510.796,40.08455,-91.7288
1077,20.159999999999997,21083.0,GRAVES,KY,37121,556.788,36.72334,-88.64989
822,20.11,18165.0,VERMILLION,IN,16212,259.930,39.85404,-87.46207
1945,20.09,37025.0,CABARRUS,NC,178011,364.464,35.38784,-80.55286
2207,20.064999999999998,40067.0,JEFFERSON,OK,6472,774.082,34.10509,-97.83881
1110,19.994999999999997,21149.0,MCLEAN,KY,9531,256.233,37.53057,-87.26293
2235,19.965,40123.0,PONTOTOC,OK,37492,725.225,34.72107,-96.69273
705,19.96,17135.0,MONTGOMERY,IL,30104,709.677,39.22809,-89.478
192,19.96,5075.0,LAWRENCE,AR,17415,592.342,36.04109,-91.10115
2185,19.955,40023.0,CHOCTAW,OK,15205,799.572,34.02764,-95.5542
2192,19.94,40037.0,CREEK,OK,69967,969.825,35.90773,-96.37979
3066,19.895000000000003,54063.0,MONROE,WV,13502,473.640,37.55035,-80.54789
1248,19.86,24027.0,HOWARD,MD,287085,253.394,39.25226,-76.9244
2167,19.805,39163.0,VINTON,OH,13435,414.978,39.25201,-82.48596
2151,19.799999999999997,39131.0,PIKE,OH,28709,443.976,39.07136,-83.05292
814,19.785,18149.0,STARKE,IN,23363,312.206,41.28322,-86.64757
2791,19.78,48453.0,TRAVIS,TX,1024266,1023.008,30.23951,-97.69127
1338,19.75,26129.0,OGEMAW,MI,21699,574.953,44.33328,-84.12807
2824,19.735,49011.0,DAVIS,UT,306479,633.962,41.03704,-112.20212
2977,19.725,51683.0,MANASSAS,VA,37821,9.938,38.74756,-77.48472
2961,19.720000000000002,51540.0,CHARLOTTESVILLE,VA,43475,10.258,38.03765,-78.48538
696,19.700000000000003,17117.0,MACOUPIN,IL,47765,867.650,39.2659,-89.92634
401,19.645,12077.0,LIBERTY,FL,8365,843.123,30.25984,-84.86858
2506,19.634999999999998,47073.0,HAWKINS,TN,56833,499.597,36.4522,-82.93138
2180,19.61,40013.0,BRYAN,OK,42416,943.942,33.964,-96.26413
1626,19.560000000000002,29203.0,SHANNON,MO,8441,1003.999,37.15198,-91.39836
2838,19.545,49039.0,SANPETE,UT,27822,1602.537,39.38058,-111.57045
370,19.520000000000003,12013.0,CALHOUN,FL,14625,574.313,30.3888,-85.19791
2820,19.51,49003.0,BOX ELDER,UT,49975,6729.317,41.47602,-113.05292
3059,19.5,54049.0,MARION,WV,56418,311.518,39.50583,-80.2434
1538,19.475,29025.0,CALDWELL,MO,9424,429.637,39.65899,-93.97917
2543,19.475,47147.0,ROBERTSON,TN,66283,476.461,36.52753,-86.86937
2297,19.445,42021.0,CAMBRIA,PA,143679,693.633,40.49412,-78.71528
2095,19.39,39019.0,CARROLL,OH,28836,398.931,40.57988,-81.09078
2230,19.375,40113.0,OSAGE,OK,47472,2303.974,36.62468,-96.40838
1096,19.330000000000002,21121.0,KNOX,KY,31883,387.748,36.88747,-83.85563
3075,19.32,54081.0,RALEIGH,WV,78859,609.347,37.76247,-81.26467
3071,19.305,54073.0,PLEASANTS,WV,7605,134.547,39.36813,-81.16117
2576,19.285000000000004,48023.0,BAYLOR,TX,3726,901.067,33.61817,-99.19722
1245,19.285,24021.0,FREDERICK,MD,233385,667.378,39.47042,-77.39762
466,19.284999999999997,13073.0,COLUMBIA,GA,124053,307.605,33.55055,-82.25134
2754,19.265,48379.0,RAINS,TX,10914,258.828,32.87058,-95.79544
2531,19.255000000000003,47123.0,MONROE,TN,44519,652.559,35.44766,-84.24978
1628,19.225,29207.0,STODDARD,MO,29968,829.021,36.85542,-89.94173
720,19.205,17165.0,SALINE,IL,24913,386.780,37.75165,-88.54503
3035,19.174999999999997,54001.0,BARBOUR,WV,16589,342.850,39.13975,-79.99691
1563,19.169999999999998,29075.0,GENTRY,MO,6738,491.716,40.20937,-94.40411
1550,19.16,29049.0,CLINTON,MO,20743,423.483,39.60872,-94.3958
3181,19.130000000000003,56039.0,TETON,WY,21294,4216.332,44.04932,-110.5881
1632,19.110000000000003,29215.0,TEXAS,MO,26008,1179.224,37.31425,-91.96447
1567,19.09,29083.0,HENRY,MO,22272,732.329,38.38649,-93.79262
811,19.064999999999998,18143.0,SCOTT,IN,24181,192.748,38.67943,-85.75189
553,19.064999999999998,13249.0,SCHLEY,GA,5010,167.824,32.26344,-84.32272
1557,19.05,29063.0,DEKALB,MO,12892,425.821,39.89466,-94.40719
3052,19.035,54035.0,JACKSON,WV,29211,471.629,38.83423,-81.67771
1577,19.02,29103.0,KNOX,MO,4131,506.830,40.13677,-92.1468
984,19.005000000000003,20107.0,LINN,KS,9656,606.396,38.21654,-94.84493
1590,19.0,29129.0,MERCER,MO,3785,455.110,40.42141,-93.56763
1432,18.99,27151.0,SWIFT,MN,9783,752.188,45.27545,-95.69039
712,18.950000000000003,17149.0,PIKE,IL,16430,848.884,39.6251,-90.88903
2638,18.895000000000003,48147.0,FANNIN,TX,33915,898.884,33.59116,-96.10498
2736,18.884999999999998,48343.0,MORRIS,TX,12934,258.701,33.11646,-94.73126
2792,18.884999999999998,48455.0,TRINITY,TX,14585,713.968,31.08748,-95.15329
1240,18.810000000000002,24011.0,CAROLINE,MD,33066,325.902,38.87153,-75.83163
1966,18.81,37067.0,FORSYTH,NC,350670,412.697,36.13166,-80.25728
1556,18.78,29061.0,DAVIESS,MO,8433,569.045,39.96283,-93.97005
521,18.759999999999998,13183.0,LONG,GA,14464,403.813,31.74956,-81.74287
1279,18.75,26011.0,ARENAC,MI,15899,680.690,44.03687,-83.74067
56,18.740000000000002,1057.0,FAYETTE,AL,17241,629.356,33.73224,-87.75204
57,18.740000000000002,1057.0,FAYETTE,AL,17241,629.356,33.73224,-87.75204
1074,18.729999999999997,21077.0,GALLATIN,KY,8589,104.718,38.76018,-84.86211
2829,18.71,49021.0,IRON,UT,46163,3301.080,37.88272,-113.29005
28,18.705,1029.0,CLEBURNE,AL,14972,561.013,33.67198,-85.5161
29,18.705,1029.0,CLEBURNE,AL,14972,561.013,33.67198,-85.5161
1533,18.695,29015.0,BENTON,MO,19056,752.547,38.30103,-93.28794
564,18.68,13271.0,TELFAIR,GA,16500,444.008,31.91363,-82.93106
2129,18.619999999999997,39087.0,LAWRENCE,OH,62450,457.275,38.60386,-82.51718
1534,18.6,29017.0,BOLLINGER,MO,12363,621.199,37.31834,-90.0246
816,18.565,18153.0,SULLIVAN,IN,21475,454.116,39.08922,-87.41584
1397,18.545,27081.0,LINCOLN,MN,5896,548.433,44.40823,-96.27203
1964,18.54,37063.0,DURHAM,NC,267587,297.866,36.03658,-78.87791
2696,18.520000000000003,48263.0,KENT,TX,808,902.918,33.18478,-100.76972
2231,18.52,40115.0,OTTAWA,OK,31848,484.608,36.83576,-94.80268
75,18.515,1075.0,LAMAR,AL,14564,605.464,33.78708,-88.08743
74,18.515,1075.0,LAMAR,AL,14564,605.464,33.78708,-88.08743
2758,18.515,48387.0,RED RIVER,TX,12860,1056.736,33.61962,-95.04842
688,18.48,17101.0,LAWRENCE,IL,16833,374.139,38.71895,-87.73022
3045,18.475,54021.0,GILMER,WV,8693,340.079,38.91586,-80.8494
2934,18.475,51153.0,PRINCE WILLIAM,VA,402002,348.475,38.70233,-77.47888
2204,18.435,40061.0,HASKELL,OK,12769,625.273,35.23229,-95.10957
1977,18.410000000000004,37089.0,HENDERSON,NC,106740,375.231,35.33642,-82.47963
2228,18.41,40109.0,OKLAHOMA,OK,718633,718.373,35.55461,-97.4094
1575,18.395000000000003,29099.0,JEFFERSON,MO,218733,664.285,38.25741,-90.54313
2158,18.385,39145.0,SCIOTO,OH,79499,616.148,38.81501,-82.99902
2868,18.379999999999995,51013.0,ARLINGTON,VA,207627,26.068,38.87833,-77.1007
1555,18.375,29059.0,DALLAS,MO,16777,542.850,37.68358,-93.03381
2508,18.36,47077.0,HENDERSON,TN,27769,525.884,35.65399,-88.38767
2990,18.36,51790.0,STAUNTON,VA,23746,20.035,38.15805,-79.0615
2006,18.36,37147.0,PITT,NC,168148,654.825,35.59106,-77.3724
1618,18.34,29185.0,ST. CLAIR,MO,9805,702.051,38.03906,-93.77307
2022,18.32,37179.0,UNION,NC,201292,639.526,34.9915,-80.53013
1627,18.310000000000002,29205.0,SHELBY,MO,6373,502.318,39.79753,-92.08871
210,18.305,5111.0,POINSETT,AR,24583,763.610,35.56898,-90.68059
2484,18.3,47029.0,COCKE,TN,35662,443.135,35.91619,-83.11922
768,18.3,18057.0,HAMILTON,IN,274569,402.437,40.04987,-86.02058
2249,18.25,40151.0,WOODS,OK,8878,1289.964,36.76514,-98.86896
2020,18.244999999999997,37175.0,TRANSYLVANIA,NC,33090,380.513,35.21009,-82.81669
2503,18.240000000000002,47067.0,HANCOCK,TN,6819,223.492,36.52142,-83.22745
1853,18.235,35028.0,LOS ALAMOS,NM,17950,109.256,35.87004,-106.30796
1443,18.215000000000003,27173.0,YELLOW MEDICINE,MN,10438,763.227,44.71573,-95.86275
2233,18.2,40119.0,PAYNE,OK,77350,696.973,36.07922,-96.97525
1602,18.189999999999998,29153.0,OZARK,MO,9723,755.233,36.64964,-92.45858
1959,18.185,37053.0,CURRITUCK,NC,23547,526.592,36.37217,-75.94122
377,18.155,12029.0,DIXIE,FL,16422,863.650,29.58089,-83.19566
2246,18.125,40145.0,WAGONER,OK,73085,590.676,35.96347,-95.5141
2541,18.08,47143.0,RHEA,TN,31809,336.405,35.60058,-84.94955
2957,18.035000000000004,51510.0,ALEXANDRIA,VA,139966,15.467,38.81834,-77.08202
2542,18.035,47145.0,ROANE,TN,54181,394.977,35.84747,-84.52386
